spikerate,info,index,genotype,months,.
22,24.61909564,63,Degenerative,3,
22.77777778,30.42755964,109,Degenerative,3,
29.44444444,37.25610803,121,Degenerative,3,
33.22222222,37.76786802,125,Degenerative,3,
27.55555556,28.04077736,142,Degenerative,3,
26.33333333,35.5310851,160,Degenerative,3,
22.33333333,30.2410263,176,Degenerative,3,
26,29.27992621,179,Degenerative,3,
21.88888889,26.36755175,185,Degenerative,3,
34.55555556,34.47888758,187,Degenerative,3,
15.66666667,24.59146517,189,Degenerative,3,
39.44444444,40.74162484,191,Degenerative,3,
35.22222222,37.73323931,193,Degenerative,3,
37,35.46100901,194,Degenerative,3,
31.55555556,28.23555805,195,Degenerative,3,
43.66666667,39.12565922,201,Degenerative,3,
28.55555556,27.61482022,204,Degenerative,3,
36.11111111,41.00778355,213,Degenerative,3,
17.66666667,28.53248217,214,Degenerative,3,
18.77777778,26.60407845,215,Degenerative,3,
40,43.93055609,216,Degenerative,3,
21.11111111,29.88031375,235,Degenerative,3,
20.55555556,30.00888542,238,Degenerative,3,
16.55555556,25.03764883,250,Degenerative,3,
24.11111111,30.43694901,303,Degenerative,3,
22.22222222,28.05030411,323,Degenerative,3,
17.66666667,27.47676004,332,Degenerative,3,
44.55555556,37.24974494,338,Degenerative,3,
22.77777778,31.77361621,354,Degenerative,3,
30.55555556,41.20757044,365,Degenerative,3,
21.22222222,29.35861335,367,Degenerative,3,
16.77777778,28.79393806,382,Degenerative,3,
21.77777778,31.37881327,400,Degenerative,3,
20,26.14491189,407,Degenerative,3,
17.33333333,27.33963062,411,Degenerative,3,
32.22222222,30.70434177,420,Degenerative,3,
12.33333333,24.38206079,423,Degenerative,3,
18.44444444,26.34174742,427,Degenerative,3,
30.66666667,27.89308543,432,Degenerative,3,
20.33333333,30.93830316,462,Degenerative,3,
39.88888889,32.44169508,472,Degenerative,3,
12.88888889,25.13787986,474,Degenerative,3,
24.66666667,34.35736763,475,Degenerative,3,
14.88888889,26.9692081,480,Degenerative,3,
35.55555556,27.4623778,481,Degenerative,3,
17,25.02771872,482,Degenerative,3,
31.22222222,40.41812251,483,Degenerative,3,
24.11111111,27.79757378,486,Degenerative,3,
22.66666667,31.29358576,497,Degenerative,3,
34,29.12879407,12,Degenerative,4,
20.77777778,25.4456864,30,Degenerative,4,
16,24.5179524,32,Degenerative,4,
41,34.95187,44,Degenerative,4,
32.77777778,24.42685687,45,Degenerative,4,
25.22222222,24.57875925,53,Degenerative,4,
22.88888889,24.5446349,55,Degenerative,4,
30.66666667,35.56786697,69,Degenerative,4,
25.88888889,26.35608995,83,Degenerative,4,
28.11111111,24.01297326,103,Degenerative,4,
23.66666667,27.31963197,108,Degenerative,4,
31.55555556,37.75848165,112,Degenerative,4,
27.11111111,26.34572178,117,Degenerative,4,
26.55555556,31.34205009,119,Degenerative,4,
26.44444444,22.75253867,134,Degenerative,4,
21.55555556,24.57735838,140,Degenerative,4,
23.66666667,25.27134925,143,Degenerative,4,
19.33333333,23.70290333,153,Degenerative,4,
23.77777778,30.86771568,215,Degenerative,4,
31.11111111,31.19492634,247,Degenerative,4,
32,29.29524777,253,Degenerative,4,
29.88888889,30.07030996,258,Degenerative,4,
38.55555556,35.61139785,261,Degenerative,4,
34.55555556,35.52665998,264,Degenerative,4,
34.22222222,29.62441739,265,Degenerative,4,
34.22222222,30.45510904,268,Degenerative,4,
37.11111111,30.96588808,278,Degenerative,4,
40.33333333,36.91415115,280,Degenerative,4,
34.33333333,39.00708992,292,Degenerative,4,
38.66666667,33.65876103,299,Degenerative,4,
16.77777778,25.00395705,300,Degenerative,4,
36.77777778,29.37736361,303,Degenerative,4,
25.44444444,29.44434302,307,Degenerative,4,
36.66666667,30.35188799,329,Degenerative,4,
25.33333333,25.75378844,347,Degenerative,4,
25.11111111,7.153905055,22,Degenerative,4,
30.88888889,7.978485978,33,Degenerative,4,
17,5.673729308,34,Degenerative,4,
16.77777778,5.580294657,50,Degenerative,4,
12.11111111,5.484363381,59,Degenerative,4,
24.55555556,6.417235573,71,Degenerative,4,
24.44444444,5.83173269,76,Degenerative,4,
10.11111111,5.983899192,80,Degenerative,4,
25,5.98855235,100,Degenerative,4,
20.77777778,6.374919745,117,Degenerative,4,
26,6.394872269,119,Degenerative,4,
14.22222222,5.904770826,125,Degenerative,4,
14.88888889,6.884940704,127,Degenerative,4,
26.66666667,7.813026273,128,Degenerative,4,
13.55555556,5.865813423,134,Degenerative,4,
13.44444444,5.620772199,138,Degenerative,4,
50.33333333,9.667577971,149,Degenerative,4,
15.11111111,5.586995159,151,Degenerative,4,
20.66666667,5.832030162,176,Degenerative,4,
20.66666667,6.645400758,182,Degenerative,4,
18.88888889,5.224687054,201,Degenerative,4,
23.55555556,6.692485938,205,Degenerative,4,
18.44444444,5.180022967,221,Degenerative,4,
25.88888889,6.787470956,228,Degenerative,4,
21.44444444,6.297266891,235,Degenerative,4,
14.11111111,5.34798724,239,Degenerative,4,
30.44444444,8.508784519,250,Degenerative,4,
17.33333333,16.20390144,125,Degenerative,5,
7.222222222,7.350202659,133,Degenerative,5,
7.666666667,7.414239499,134,Degenerative,5,
18.66666667,20.10529655,144,Degenerative,5,
8.555555556,11.61695241,146,Degenerative,5,
21.22222222,24.85364488,153,Degenerative,5,
6.666666667,10.02079161,154,Degenerative,5,
7,6.777524205,155,Degenerative,5,
9.666666667,13.69684674,159,Degenerative,5,
6.555555556,10.72183681,166,Degenerative,5,
4.111111111,8.998879884,171,Degenerative,5,
15.44444444,19.9053379,176,Degenerative,5,
30.33333333,13.56724803,179,Degenerative,5,
31.66666667,29.51781056,234,Degenerative,5,
52.88888889,34.73711603,245,Degenerative,5,
4.555555556,9.083144102,246,Degenerative,5,
23.44444444,20.89971778,249,Degenerative,5,
12.77777778,22.39948944,250,Degenerative,5,
17.66666667,20.28336741,251,Degenerative,5,
17.44444444,17.08843076,253,Degenerative,5,
16.11111111,10.4426948,255,Degenerative,5,
25.88888889,24.14953879,256,Degenerative,5,
5.777777778,13.33792606,257,Degenerative,5,
8.333333333,11.09808052,272,Degenerative,5,
3.666666667,8.799916979,273,Degenerative,5,
12.66666667,17.04088386,275,Degenerative,5,
3.111111111,9.042817811,276,Degenerative,5,
21.88888889,14.08770754,280,Degenerative,5,
5.222222222,8.030963677,282,Degenerative,5,
5.333333333,10.76596018,286,Degenerative,5,
21.66666667,19.69081853,288,Degenerative,5,
32.22222222,21.64496321,296,Degenerative,5,
45.77777778,16.44056467,29,Degenerative,5,
21.44444444,15.78011019,30,Degenerative,5,
24.88888889,16.25566682,31,Degenerative,5,
23.22222222,14.63358106,49,Degenerative,5,
23.22222222,15.93936717,63,Degenerative,5,
54.88888889,18.59843326,65,Degenerative,5,
27.33333333,15.80064406,75,Degenerative,5,
42.55555556,16.33203737,98,Degenerative,5,
31.22222222,14.79913286,115,Degenerative,5,
44,14.86047464,160,Degenerative,5,
28.44444444,14.88793524,164,Degenerative,5,
30.88888889,15.32666706,166,Degenerative,5,
30.11111111,16.19257578,171,Degenerative,5,
28.66666667,16.64443376,269,Degenerative,5,
43.55555556,15.48062593,319,Degenerative,5,
23,14.63487618,323,Degenerative,5,
25.33333333,15.34534866,325,Degenerative,5,
24.55555556,16.44735825,333,Degenerative,5,
40.22222222,16.73636883,348,Degenerative,5,
22.33333333,15.56707586,358,Degenerative,5,
31.77777778,33.84503277,367,Degenerative,5,
8,14.30835841,371,Degenerative,5,
33.33333333,30.95944711,373,Degenerative,5,
48.33333333,31.15326996,378,Degenerative,5,
35,41.71283328,380,Degenerative,5,
16.66666667,14.93366896,382,Degenerative,5,
45.22222222,31.01931347,383,Degenerative,5,
52.44444444,28.93738651,390,Degenerative,5,
26.33333333,21.1730486,393,Degenerative,5,
23.55555556,18.19670378,396,Degenerative,5,
25.22222222,31.70466136,402,Degenerative,5,
9.888888889,15.42674686,407,Degenerative,5,
23.88888889,18.9992424,408,Degenerative,5,
31.66666667,21.46884503,409,Degenerative,5,
33.44444444,28.31930011,410,Degenerative,5,
12.88888889,22.36914708,412,Degenerative,5,
30.33333333,28.97747986,415,Degenerative,5,
25.66666667,23.39797947,417,Degenerative,5,
30.33333333,22.59096082,418,Degenerative,5,
36.66666667,15.91773785,421,Degenerative,5,
30.55555556,31.04822013,422,Degenerative,5,
15.22222222,17.50449695,423,Degenerative,5,
13.55555556,14.72414579,425,Degenerative,5,
27,23.83658413,435,Degenerative,5,
24.22222222,26.87501494,436,Degenerative,5,
34.66666667,33.97067725,443,Degenerative,5,
27.11111111,23.42729456,444,Degenerative,5,
9.444444444,12.74760365,15,Degenerative,5,
9.222222222,17.47167067,25,Degenerative,5,
18.33333333,11.25965171,26,Degenerative,5,
22.88888889,12.25627562,33,Degenerative,5,
4.777777778,10.16560282,34,Degenerative,5,
16.55555556,9.125426655,132,Degenerative,5,
14.11111111,9.52874291,139,Degenerative,5,
15.77777778,8.953623076,146,Degenerative,5,
15.66666667,10.19181374,147,Degenerative,5,
19.66666667,10.85416677,154,Degenerative,5,
18.22222222,14.17997574,162,Degenerative,5,
24.88888889,12.23312221,168,Degenerative,5,
15.77777778,10.92974902,178,Degenerative,5,
13.44444444,12.25063435,191,Degenerative,5,
17.11111111,9.726949767,197,Degenerative,5,
15.33333333,9.285756356,199,Degenerative,5,
10.88888889,9.300419297,200,Degenerative,5,
14.66666667,9.692533287,209,Degenerative,5,
14.22222222,13.18564085,210,Degenerative,5,
12.88888889,11.07703578,214,Degenerative,5,
9.777777778,9.531488438,217,Degenerative,5,
13.11111111,11.545425,220,Degenerative,5,
12.88888889,9.267147204,225,Degenerative,5,
13,9.523910522,227,Degenerative,5,
13.22222222,11.01275038,229,Degenerative,5,
12.77777778,9.439185245,230,Degenerative,5,
13.55555556,9.172220234,232,Degenerative,5,
13,9.178441162,233,Degenerative,5,
13.11111111,12.37425128,235,Degenerative,5,
16.55555556,16.08886714,236,Degenerative,5,
12.33333333,11.85807729,237,Degenerative,5,
16.55555556,10.62415578,242,Degenerative,5,
11.66666667,10.79419098,243,Degenerative,5,
10.55555556,8.92306654,246,Degenerative,5,
13.11111111,10.9527995,247,Degenerative,5,
14.77777778,13.15180889,250,Degenerative,5,
14.33333333,11.90669899,259,Degenerative,5,
8.222222222,10.351758,272,Degenerative,5,
17.11111111,9.431537624,275,Degenerative,5,
7.222222222,11.18171046,290,Degenerative,5,
12.55555556,17.64555535,300,Degenerative,5,
10.33333333,16.77746935,330,Degenerative,5,
25.33333333,15.6851009,347,Degenerative,5,
12.77777778,20.89428033,348,Degenerative,5,
23.88888889,27.96837797,365,Degenerative,5,
12.66666667,9.527886361,400,Degenerative,5,
34,32.41230401,403,Degenerative,5,
32,37.45756392,404,Degenerative,5,
35.55555556,25.64978746,479,Degenerative,5,
39.77777778,11.95990485,6,Degenerative,7,
37,7.856143144,15,Degenerative,7,
32.33333333,8.968577103,23,Degenerative,7,
35.66666667,8.968766699,48,Degenerative,7,
27.33333333,7.42321473,52,Degenerative,7,
37.88888889,9.653546363,58,Degenerative,7,
7.555555556,7.13088524,63,Degenerative,7,
32.11111111,7.176530173,78,Degenerative,7,
32.33333333,12.05378767,86,Degenerative,7,
32.55555556,11.54606425,95,Degenerative,7,
36.22222222,8.745482718,101,Degenerative,7,
27.11111111,8.258519158,109,Degenerative,7,
29.44444444,8.802107253,117,Degenerative,7,
11.77777778,8.909706422,121,Degenerative,7,
31.33333333,13.06502794,138,Degenerative,7,
31.88888889,7.633702049,142,Degenerative,7,
38,10.11023886,147,Degenerative,7,
8.666666667,7.47304684,178,Degenerative,7,
25.11111111,8.49856781,190,Degenerative,7,
30.77777778,12.54360493,193,Degenerative,7,
36.55555556,9.967305583,196,Degenerative,7,
25.11111111,9.437277031,207,Degenerative,7,
28.44444444,7.114893822,214,Degenerative,7,
25,11.48649889,226,Degenerative,7,
33.55555556,10.76026047,227,Degenerative,7,
38.88888889,8.548437783,234,Degenerative,7,
34.33333333,11.64227928,242,Degenerative,7,
35.55555556,9.154077996,247,Degenerative,7,
9.444444444,8.424946616,258,Degenerative,7,
29.33333333,7.201030624,271,Degenerative,7,
34.33333333,12.04359753,278,Degenerative,7,
29,10.08335848,290,Degenerative,7,
30.33333333,9.552064298,291,Degenerative,7,
14.55555556,10.82573093,299,Degenerative,7,
32.55555556,7.918032286,303,Degenerative,7,
34.33333333,8.652494627,304,Degenerative,7,
33.33333333,8.466050473,311,Degenerative,7,
31.55555556,9.893234304,328,Degenerative,7,
36.77777778,9.999260721,347,Degenerative,7,
12.22222222,7.10648801,362,Degenerative,7,
35.55555556,8.508074769,374,Degenerative,7,
33.44444444,8.483269889,388,Degenerative,7,
24.33333333,9.725262572,415,Degenerative,7,
38.33333333,8.105165753,416,Degenerative,7,
